signalType,sampleRate,algorithm,algorithmParameters,trueFreq,predFreq,time
square,44100,naiveFT,isCustomFFT=False,800,796.728515625,0.000295018995529972
square,44100,cepstrum,isCustomFFT=False,800,99.87119096436652,0.0003399420020286925
square,44100,HPS,isCustomFFT=False&numDownsamples=4,800,796.728515625,0.004039757994178217
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,800,564.4856770833334,15.247097073988698
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,800,796.728515625,15.247097073988698
triangle,44100,zerocross,n/a,800,800.2452182442373,0.00020357999892439693
triangle,44100,autocorrelation,n/a,800,801.8181818181819,6.909718672999588
triangle,44100,AMDF,b=1,800,100.0,8.581813168995723
triangle,44100,naiveFT,isCustomFFT=False,800,796.728515625,0.0002993219968630001
triangle,44100,cepstrum,isCustomFFT=False,800,3678.5888671875,0.0003368520046933554
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,800,796.728515625,0.004070476003107615
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,800,797.9007498314126,15.4964420719989
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,800,796.728515625,15.4964420719989
sineWith10Harmonics,44100,zerocross,n/a,800,800.2452182442373,0.00016845900245243683
sineWith10Harmonics,44100,autocorrelation,n/a,800,801.8181818181819,6.905039985002077
sineWith10Harmonics,44100,AMDF,b=1,800,100.0,8.551936133000709
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,800,796.728515625,0.00030282600346254185
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,800,788.26904296875,0.00033802600228227675
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,800,796.728515625,0.00401605200022459
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,800,793.90869140625,15.461801481011207
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,800,796.728515625,15.461801481011207
sineWith20Harmonics,44100,zerocross,n/a,800,800.2452182442373,0.00016657099331496283
sineWith20Harmonics,44100,autocorrelation,n/a,800,801.8181818181819,6.903771928002243
sineWith20Harmonics,44100,AMDF,b=1,800,100.0,8.56154929799959
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,800,796.728515625,0.00029750599787803367
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,800,788.26904296875,0.0003352130006533116
sineWith20Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,800,796.728515625,0.0038800409965915605
sineWith20Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,800,793.90869140625,15.470000556990271
sineWith20Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,800,796.728515625,15.470000556990271
sine,44100,zerocross,n/a,900,900.2213477619282,0.00020100499386899173
sine,44100,autocorrelation,n/a,900,900.0,6.900550296995789
sine,44100,AMDF,b=1,900,225.0,8.566445433003537
sine,44100,naiveFT,isCustomFFT=False,900,904.39453125,0.00030131699895719066
sine,44100,cepstrum,isCustomFFT=False,900,3678.5888671875,0.0003427839983487502
sine,44100,HPS,isCustomFFT=False&numDownsamples=4,900,904.39453125,0.003841766003461089
sine,44100,average,b=1&isCustomFFT=False&numDownsamples=4,900,901.5386263373093,15.471682601993962
sine,44100,median,b=1&isCustomFFT=False&numDownsamples=4,900,900.2213477619282,15.471682601993962
saw,44100,zerocross,n/a,900,900.2213477619282,0.0001668310069362633
saw,44100,autocorrelation,n/a,900,900.0,6.907842888998857
saw,44100,AMDF,b=1,900,900.0,8.547267095993448
saw,44100,naiveFT,isCustomFFT=False,900,904.39453125,0.00029775699658785015
saw,44100,cepstrum,isCustomFFT=False,900,882.8613281249999,0.00034248199517605826
saw,44100,HPS,isCustomFFT=False&numDownsamples=4,900,904.39453125,0.003889583000272978
saw,44100,average,b=1&isCustomFFT=False&numDownsamples=4,900,900.0737825873093,15.459806637991278
saw,44100,median,b=1&isCustomFFT=False&numDownsamples=4,900,900.0,15.459806637991278
square,44100,zerocross,n/a,900,900.0,0.00016699900152161717
square,44100,autocorrelation,n/a,900,900.0,6.9200715299957665
square,44100,AMDF,b=1,900,47.36842105263158,8.327012371002638
square,44100,naiveFT,isCustomFFT=False,900,904.39453125,0.0002926110028056428
square,44100,cepstrum,isCustomFFT=False,900,269.1650390625,0.0003615429959609173
square,44100,HPS,isCustomFFT=False&numDownsamples=4,900,4500.439453125,0.0039458489991375245
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,900,689.7216796875,15.25185090299783
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,900,900.0,15.25185090299783
triangle,44100,zerocross,n/a,900,900.2213477619282,0.00016990799485938624
triangle,44100,autocorrelation,n/a,900,900.0,6.910006401994906
triangle,44100,AMDF,b=1,900,225.0,8.564908471998933
triangle,44100,naiveFT,isCustomFFT=False,900,904.39453125,0.0002987629995914176
triangle,44100,cepstrum,isCustomFFT=False,900,3153.076171875,0.0003366550008649938
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,900,904.39453125,0.003832654001598712
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,900,901.5386263373093,15.479552853990754
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,900,900.2213477619282,15.479552853990754
sineWith10Harmonics,44100,zerocross,n/a,900,900.2213477619282,0.0001686670002527535
sineWith10Harmonics,44100,autocorrelation,n/a,900,900.0,6.906662553999922
sineWith10Harmonics,44100,AMDF,b=1,900,450.0,8.572414539004967
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,900,904.39453125,0.00029685499612241983
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,900,882.8613281249999,0.00033571200037840754
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,900,904.39453125,0.003953512001316994
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,900,894.3608919623093,15.48383183900296
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,900,900.0,15.48383183900296
sineWith20Harmonics,44100,zerocross,n/a,900,900.2213477619282,0.00016822399629745632
sineWith20Harmonics,44100,autocorrelation,n/a,900,900.0,6.905422732997977
sineWith20Harmonics,44100,AMDF,b=1,900,900.0,8.537377120999736
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,900,904.39453125,0.00029977499798405915
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,900,882.8613281249999,0.00033842900302261114
sineWith20Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,900,904.39453125,0.0038327209986164235
sineWith20Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,900,900.0737825873093,15.447439002993633
sineWith20Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,900,900.0,15.447439002993633
sine,44100,zerocross,n/a,1000,1000.2958579881657,0.00017479700181866065
sine,44100,autocorrelation,n/a,1000,1002.2727272727273,6.955431850001332
sine,44100,AMDF,b=1,1000,100.0,8.564342815996497
sine,44100,naiveFT,isCustomFFT=False,1000,990.52734375,0.0003033270040759817
sine,44100,cepstrum,isCustomFFT=False,1000,3678.5888671875,0.0003425620016059838
sine,44100,HPS,isCustomFFT=False&numDownsamples=4,1000,258.3984375,0.0038496130000567064
sine,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1000,749.7405464127219,15.524444965005387
sine,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1000,990.52734375,15.524444965005387
saw,44100,zerocross,n/a,1000,1000.2958579881657,0.0001652470018598251
saw,44100,autocorrelation,n/a,1000,1002.2727272727273,6.910276531001728
saw,44100,AMDF,b=1,1000,100.0,8.580923408000672
saw,44100,naiveFT,isCustomFFT=False,1000,990.52734375,0.00029912200261605904
saw,44100,cepstrum,isCustomFFT=False,1000,1003.2515092329544,0.00033870700281113386
saw,44100,HPS,isCustomFFT=False&numDownsamples=4,1000,2002.587890625,0.003937990004487801
saw,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1000,997.698643003631,15.495941005014174
saw,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1000,1000.2958579881657,15.495941005014174
square,44100,zerocross,n/a,1000,1000.2741774675972,0.00019746800535358489
square,44100,autocorrelation,n/a,1000,1002.2727272727273,6.907347453001421
square,44100,AMDF,b=1,1000,100.0,8.327276194999286
square,44100,naiveFT,isCustomFFT=False,1000,990.52734375,0.0002938859979622066
square,44100,cepstrum,isCustomFFT=False,1000,538.330078125,0.00036319100036052987
square,44100,HPS,isCustomFFT=False&numDownsamples=4,1000,258.3984375,0.003898732000379823
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1000,595.751953125,15.239376925004763
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1000,538.330078125,15.239376925004763
triangle,44100,zerocross,n/a,1000,1000.2958579881657,0.00016639300156384706
triangle,44100,autocorrelation,n/a,1000,1002.2727272727273,6.906089331998373
triangle,44100,AMDF,b=1,1000,100.0,8.55289373499545
triangle,44100,naiveFT,isCustomFFT=False,1000,990.52734375,0.00029889900179114193
triangle,44100,cepstrum,isCustomFFT=False,1000,2006.5030184659088,0.00033713499578880146
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,1000,990.52734375,0.004003527996246703
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1000,993.7835151627219,15.463789021989214
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1000,990.52734375,15.463789021989214
sineWith10Harmonics,44100,zerocross,n/a,1000,1000.2958579881657,0.00016653499915264547
sineWith10Harmonics,44100,autocorrelation,n/a,1000,1002.2727272727273,6.899014138994971
sineWith10Harmonics,44100,AMDF,b=1,1000,100.0,8.561048739997204
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,1000,990.52734375,0.00029805099620716646
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,1000,1003.2515092329544,0.00034362800215603784
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,1000,2002.587890625,0.00392368900065776
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1000,997.698643003631,15.46479478199035
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1000,1000.2958579881657,15.46479478199035
sineWith20Harmonics,44100,zerocross,n/a,1000,1000.2958579881657,0.0001676539977779612
sineWith20Harmonics,44100,autocorrelation,n/a,1000,1002.2727272727273,6.91449453500536
sineWith20Harmonics,44100,AMDF,b=1,1000,100.0,8.598857220000355
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,1000,990.52734375,0.0002992490044562146
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,1000,1003.2515092329544,0.00033945600443985313
sineWith20Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,1000,2002.587890625,0.003833567003312055
sineWith20Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1000,997.698643003631,15.517991681015701
sineWith20Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1000,1000.2958579881657,15.517991681015701
sine,44100,zerocross,n/a,1500,1500.2202643171806,0.0001789559973985888
sine,44100,autocorrelation,n/a,1500,747.457627118644,6.936263928997505
sine,44100,AMDF,b=1,1500,300.0,8.567759800993372
sine,44100,naiveFT,isCustomFFT=False,1500,1507.32421875,0.00030896100361132994
sine,44100,cepstrum,isCustomFFT=False,1500,3678.5888671875,0.00034604599932208657
sine,44100,HPS,isCustomFFT=False&numDownsamples=4,1500,495.263671875,0.0039017220042296685
sine,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1500,914.3138544369416,15.508759414995438
sine,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1500,747.457627118644,15.508759414995438
saw,44100,zerocross,n/a,1500,1500.2202643171806,0.00017894500342663378
saw,44100,autocorrelation,n/a,1500,747.457627118644,6.917706890999398
saw,44100,AMDF,b=1,1500,300.0,8.57248485799937
saw,44100,naiveFT,isCustomFFT=False,1500,1507.32421875,0.0003022339951712638
saw,44100,cepstrum,isCustomFFT=False,1500,298.2639622043919,0.00034667799627641216
saw,44100,HPS,isCustomFFT=False&numDownsamples=4,1500,4500.439453125,0.003893064997100737
saw,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1500,849.2259638119416,15.494912670990743
saw,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1500,747.457627118644,15.494912670990743
square,44100,zerocross,n/a,1500,1499.7042878265156,0.00017096100054914132
square,44100,autocorrelation,n/a,1500,747.457627118644,6.90460199899826
square,44100,AMDF,b=1,1500,60.0,8.36917304599774
square,44100,naiveFT,isCustomFFT=False,1500,1507.32421875,0.00029487199935829267
square,44100,cepstrum,isCustomFFT=False,1500,298.2639622043919,0.0003438339990680106
square,44100,HPS,isCustomFFT=False&numDownsamples=4,1500,4500.439453125,0.003872615001455415
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1500,848.4752923831838,15.278457326996431
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1500,747.457627118644,15.278457326996431
triangle,44100,zerocross,n/a,1500,1500.2202643171806,0.00017678100266493857
triangle,44100,autocorrelation,n/a,1500,747.457627118644,6.911454036999203
triangle,44100,AMDF,b=1,1500,300.0,8.566495970000688
triangle,44100,naiveFT,isCustomFFT=False,1500,1507.32421875,0.00029844399978173897
triangle,44100,cepstrum,isCustomFFT=False,1500,3153.076171875,0.0003356969973538071
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,1500,495.263671875,0.0038687159976689145
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1500,914.3138544369416,15.48262964499736
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1500,747.457627118644,15.48262964499736
sineWith10Harmonics,44100,zerocross,n/a,1500,1500.2202643171806,0.00017295099678449333
sineWith10Harmonics,44100,autocorrelation,n/a,1500,747.457627118644,6.908696328995575
sineWith10Harmonics,44100,AMDF,b=1,1500,150.0,8.554012664004404
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,1500,1507.32421875,0.00030259099730756134
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,1500,1471.435546875,0.00034115200105588883
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,1500,1507.32421875,0.003929628001060337
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1500,1239.7044794369415,15.467455314996187
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1500,1471.435546875,15.467455314996187
sineWith20Harmonics,44100,zerocross,n/a,1500,1500.2202643171806,0.00017320099868811667
sineWith20Harmonics,44100,autocorrelation,n/a,1500,747.457627118644,6.926060351994238
sineWith20Harmonics,44100,AMDF,b=1,1500,300.0,8.580232097003318
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,1500,1507.32421875,0.0003009850042872131
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,1500,1576.5380859375,0.0003373200015630573
sineWith20Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,1500,4500.439453125,0.003837126998405438
sineWith20Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,1500,1251.6673700619415,15.5109410820005
sineWith20Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,1500,1500.2202643171806,15.5109410820005
sine,44100,zerocross,n/a,2000,2000.6130456105934,0.0001772070027072914
sine,44100,autocorrelation,n/a,2000,2004.5454545454545,6.918182328001421
sine,44100,AMDF,b=1,2000,100.0,8.666287853993708
sine,44100,naiveFT,isCustomFFT=False,2000,2002.587890625,0.00030179700115695596
sine,44100,cepstrum,isCustomFFT=False,2000,3678.5888671875,0.00034202100505353883
sine,44100,HPS,isCustomFFT=False&numDownsamples=4,2000,2002.587890625,0.003909243001544382
sine,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2000,2001.929608953531,15.589200450005592
sine,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2000,2002.587890625,15.589200450005592
saw,44100,zerocross,n/a,2000,2000.6130456105934,0.0001751079980749637
saw,44100,autocorrelation,n/a,2000,2004.5454545454545,6.917719242002931
saw,44100,AMDF,b=1,2000,100.0,8.550921717003803
saw,44100,naiveFT,isCustomFFT=False,2000,2002.587890625,0.00029730899404967204
saw,44100,cepstrum,isCustomFFT=False,2000,2006.5030184659088,0.00033971400262089446
saw,44100,HPS,isCustomFFT=False&numDownsamples=4,2000,2002.587890625,0.0038930400041863322
saw,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2000,2001.929608953531,15.473346130005666
saw,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2000,2002.587890625,15.473346130005666
square,44100,zerocross,n/a,2000,2000.5917159763314,0.0001766459972714074
square,44100,autocorrelation,n/a,2000,2004.5454545454545,6.908871549996547
square,44100,AMDF,b=1,2000,100.0,8.332764158003556
square,44100,naiveFT,isCustomFFT=False,2000,2002.587890625,0.00029220300348242745
square,44100,cepstrum,isCustomFFT=False,2000,269.1650390625,0.00036144400655757636
square,44100,HPS,isCustomFFT=False&numDownsamples=4,2000,2002.587890625,0.0038777129957452416
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2000,1424.1148818879437,15.24634371400316
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2000,2000.5917159763314,15.24634371400316
triangle,44100,zerocross,n/a,2000,2000.6130456105934,0.0001745529953041114
triangle,44100,autocorrelation,n/a,2000,2004.5454545454545,6.904067994000798
triangle,44100,AMDF,b=1,2000,100.0,8.56708416800393
triangle,44100,naiveFT,isCustomFFT=False,2000,2002.587890625,0.0003009630017913878
triangle,44100,cepstrum,isCustomFFT=False,2000,2006.5030184659088,0.00033686700044199824
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,2000,2002.587890625,0.003836122006759979
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2000,2001.929608953531,15.475800667009025
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2000,2002.587890625,15.475800667009025
sineWith10Harmonics,44100,zerocross,n/a,2000,2000.6130456105934,0.00017683400074020028
sineWith10Harmonics,44100,autocorrelation,n/a,2000,2004.5454545454545,6.9000781510039815
sineWith10Harmonics,44100,AMDF,b=1,2000,100.0,8.568861637002556
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,2000,2002.587890625,0.00030109199724392965
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,2000,2006.5030184659088,0.00034429300285410136
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,2000,2002.587890625,0.0038954389965510927
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2000,2001.929608953531,15.473657446003926
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2000,2002.587890625,15.473657446003926
sineWith20Harmonics,44100,zerocross,n/a,2000,2000.6130456105934,0.00017815699538914487
sineWith20Harmonics,44100,autocorrelation,n/a,2000,2004.5454545454545,6.91452988400124
sineWith20Harmonics,44100,AMDF,b=1,2000,100.0,8.557091590999335
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,2000,2002.587890625,0.00030004599830135703
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,2000,2006.5030184659088,0.0003339870017953217
sineWith20Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,2000,2002.587890625,0.0038285129994619638
sineWith20Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2000,2001.929608953531,15.476262177995523
sineWith20Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2000,2002.587890625,15.476262177995523
sine,44100,zerocross,n/a,2500,2500.293255131965,0.000192785999388434
sine,44100,autocorrelation,n/a,2500,832.0754716981132,6.903688714002783
sine,44100,AMDF,b=1,2500,100.0,8.555330353003228
sine,44100,naiveFT,isCustomFFT=False,2500,2497.8515625,0.0003036010020878166
sine,44100,cepstrum,isCustomFFT=False,2500,3678.5888671875,0.0003428150012041442
sine,44100,HPS,isCustomFFT=False&numDownsamples=4,2500,2497.8515625,0.003841761004878208
sine,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2500,1942.592865566038,15.46370003001357
sine,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2500,2497.8515625,15.46370003001357
saw,44100,zerocross,n/a,2500,2500.293255131965,0.00018052900122711435
saw,44100,autocorrelation,n/a,2500,832.0754716981132,6.9113532949995715
saw,44100,AMDF,b=1,2500,100.0,8.56826985400403
saw,44100,naiveFT,isCustomFFT=False,2500,2497.8515625,0.0003016970003955066
saw,44100,cepstrum,isCustomFFT=False,2500,99.87119096436652,0.0003468529976089485
saw,44100,HPS,isCustomFFT=False&numDownsamples=4,2500,2497.8515625,0.0038622809952357784
saw,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2500,1143.309011399371,15.484314508998068
saw,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2500,832.0754716981132,15.484314508998068
square,44100,zerocross,n/a,2500,2499.288518155054,0.00018031999934464693
square,44100,autocorrelation,n/a,2500,832.0754716981132,6.902630213000521
square,44100,AMDF,b=1,2500,100.0,8.35144679199584
square,44100,naiveFT,isCustomFFT=False,2500,2497.8515625,0.0002948040055343881
square,44100,cepstrum,isCustomFFT=False,2500,99.87119096436652,0.0003412890000618063
square,44100,HPS,isCustomFFT=False&numDownsamples=4,2500,2497.8515625,0.003951008002331946
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2500,1143.309011399371,15.258844426003634
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2500,832.0754716981132,15.258844426003634
triangle,44100,zerocross,n/a,2500,2500.293255131965,0.00017958499665837735
triangle,44100,autocorrelation,n/a,2500,832.0754716981132,6.914931995001098
triangle,44100,AMDF,b=1,2500,100.0,8.565832582004077
triangle,44100,naiveFT,isCustomFFT=False,2500,2497.8515625,0.0003040099982172251
triangle,44100,cepstrum,isCustomFFT=False,2500,2452.3925781249995,0.00035472900344757363
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,2500,2497.8515625,0.003875408998283092
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2500,1927.439870774371,15.485478310001781
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2500,2452.3925781249995,15.485478310001781
sineWith10Harmonics,44100,zerocross,n/a,2500,2500.293255131965,0.00018275500042364
sineWith10Harmonics,44100,autocorrelation,n/a,2500,832.0754716981132,6.9163499450005475
sineWith10Harmonics,44100,AMDF,b=1,2500,100.0,8.561941861997184
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,2500,2497.8515625,0.0003074300038861111
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,2500,2452.3925781249995,0.0003468510039965622
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,2500,2497.8515625,0.003997519001131877
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2500,1927.439870774371,15.48312636200717
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2500,2452.3925781249995,15.48312636200717
sineWith20Harmonics,44100,zerocross,n/a,2500,2500.293255131965,0.00018195099983131513
sineWith20Harmonics,44100,autocorrelation,n/a,2500,832.0754716981132,6.9071902119976585
sineWith20Harmonics,44100,AMDF,b=1,2500,100.0,8.56163540000125
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,2500,2497.8515625,0.00030133900145301595
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,2500,2452.3925781249995,0.00033500900462968275
sineWith20Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,2500,2497.8515625,0.0038631409988738596
sineWith20Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,2500,1927.439870774371,15.473507052003697
sineWith20Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,2500,2452.3925781249995,15.473507052003697
sine,44100,zerocross,n/a,3000,3000.4405286343613,0.00019109599816147238
sine,44100,autocorrelation,n/a,3000,1002.2727272727273,6.904746200001682
sine,44100,AMDF,b=1,3000,300.0,8.57399696700304
sine,44100,naiveFT,isCustomFFT=False,3000,2993.115234375,0.0002869220043066889
sine,44100,cepstrum,isCustomFFT=False,3000,2758.941650390625,0.0003398039989406243
sine,44100,HPS,isCustomFFT=False&numDownsamples=4,3000,2993.115234375,0.0038613010037806816
sine,44100,average,b=1&isCustomFFT=False&numDownsamples=4,3000,2251.443204012784,15.483422290009912
sine,44100,median,b=1&isCustomFFT=False&numDownsamples=4,3000,2758.941650390625,15.483422290009912
saw,44100,zerocross,n/a,3000,3000.4405286343613,0.00018688700220081955
saw,44100,autocorrelation,n/a,3000,1002.2727272727273,7.06043685899931
saw,44100,AMDF,b=1,3000,300.0,8.720473314999253
saw,44100,naiveFT,isCustomFFT=False,3000,2993.115234375,0.00030275299650384113
saw,44100,cepstrum,isCustomFFT=False,3000,1003.2515092329544,0.0003453230019658804
saw,44100,HPS,isCustomFFT=False&numDownsamples=4,3000,2993.115234375,0.003967890996136703
saw,44100,average,b=1&isCustomFFT=False&numDownsamples=4,3000,1666.2131569602273,15.78571302799537
saw,44100,median,b=1&isCustomFFT=False&numDownsamples=4,3000,1003.2515092329544,15.78571302799537
square,44100,zerocross,n/a,3000,2999.926326129666,0.000188126003195066
square,44100,autocorrelation,n/a,3000,1002.2727272727273,7.008241009003541
square,44100,AMDF,b=1,3000,60.0,8.580389950999233
square,44100,naiveFT,isCustomFFT=False,3000,2993.115234375,0.0003036659982171841
square,44100,cepstrum,isCustomFFT=False,3000,3678.5888671875,0.0003439740030444227
square,44100,HPS,isCustomFFT=False&numDownsamples=4,3000,2993.115234375,0.003957767003157642
square,44100,average,b=1&isCustomFFT=False&numDownsamples=4,3000,2329.501065340909,15.593424493010389
square,44100,median,b=1&isCustomFFT=False&numDownsamples=4,3000,2993.115234375,15.593424493010389
triangle,44100,zerocross,n/a,3000,3000.4405286343613,0.00025882699992507696
triangle,44100,autocorrelation,n/a,3000,1002.2727272727273,7.036231361002137
triangle,44100,AMDF,b=1,3000,300.0,9.243673015997047
triangle,44100,naiveFT,isCustomFFT=False,3000,2993.115234375,0.0003037120040971786
triangle,44100,cepstrum,isCustomFFT=False,3000,2006.5030184659088,0.0003687799980980344
triangle,44100,HPS,isCustomFFT=False&numDownsamples=4,3000,2993.115234375,0.003858223994029686
triangle,44100,average,b=1&isCustomFFT=False&numDownsamples=4,3000,2000.6303267045453,16.284693919995334
triangle,44100,median,b=1&isCustomFFT=False&numDownsamples=4,3000,2006.5030184659088,16.284693919995334
sineWith10Harmonics,44100,zerocross,n/a,3000,3000.4405286343613,0.0001894169981824234
sineWith10Harmonics,44100,autocorrelation,n/a,3000,1002.2727272727273,7.991688464004255
sineWith10Harmonics,44100,AMDF,b=1,3000,300.0,9.072486308999942
sineWith10Harmonics,44100,naiveFT,isCustomFFT=False,3000,2993.115234375,0.000521494002896361
sineWith10Harmonics,44100,cepstrum,isCustomFFT=False,3000,2758.941650390625,0.0006482399985543452
sineWith10Harmonics,44100,HPS,isCustomFFT=False&numDownsamples=4,3000,2993.115234375,0.009150106998276897
sineWith10Harmonics,44100,average,b=1&isCustomFFT=False&numDownsamples=4,3000,2251.443204012784,17.074684031002107
sineWith10Harmonics,44100,median,b=1&isCustomFFT=False&numDownsamples=4,3000,2758.941650390625,17.074684031002107
sineWith20Harmonics,44100,zerocross,n/a,3000,3000.4405286343613,0.0004028589974041097
sineWith20Harmonics,44100,autocorrelation,n/a,3000,1002.2727272727273,9.952843125996878
sineWith20Harmonics,44100,AMDF,b=1,3000,300.0,9.77197585599788
sineWith20Harmonics,44100,naiveFT,isCustomFFT=False,3000,2993.115234375,0.00030259099730756134
sineWith20Harmonics,44100,cepstrum,isCustomFFT=False,3000,1003.2515092329544,0.0003336430017952807
